Order,Superfamily,Family,subfamily,Tribe,Genus,species,animal,type,colony.size.data,sample.size,number.references,colony.size,Reference,colony.size.FG,Sample.Size.FG,CS.lit.search,SS.lit.search,Reference,SD,Min,Max,social.parasite,polyandry,eff.mating.freq,eff.mating.freq.MEAN.harmonic,eff.mating.freq.MEAN.arithmetic,polyandry.clean,polygyny,number.queens,number.queens.MEAN,polygyny.clean,lowrelated,lowrelated.clean,Type of data,Method of data collection,Reference,Notes on mating structure,Q.policing,W.policing,W.policing.clean,Worker.sons,Worker.sons.clean,Reference,Selfish policing,Reference,Caste1,Caste2,Caste3,physical.worker.castes.clean,physical.worker.castes.clean.Wilson,Notes,Reference,Q_W.polymorph,Reference,"Behav.castes (0-none, 1-age polethism, 2-behavioural)",Reference,Continuous.size.based.behavioural.castes (different sized workers do different things but size variation is continous with single peak),Reference,Polymorphic,animal,Voucher,Queen_HW_mean,SD,Sample_size,Reference,Notes,Raw_Data,Total_N_Studies,Dimorphic_castes,Voucher,Minor_mean,SD,Sample_size,Reference,Notes,Raw_Data,Total_N_Studies,Voucher,Worker_HW_mean,Sample_size,SD,Reference,Notes,Raw_Data,Min,Max,Total_N_Studies
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Austroplebeia,symei,Austroplebeia_symei,bee,2800,1,2,2800,"Hammond&Keller, 2004; Toth et al., 2004",,,,,,,,,,0,"1 - Hughes et al., 2008 - (citing Palmer et al., 2002)",1,1,0,0,"1 - Hughes et al., 2008",1,0,0,0,,DNA Microsatellite,"Hughes et al. 2008 - (citing Palmer et al., 2002)","Hughes et al. 2008 - (citing Palmer et al., 2002 - Genetic analysis. N=4, single patrilines in all colonies = monandrous.)",,,,5,5,"Wenseleers&Ratnieks, 2006",,,1,1,1,1,1,,,,,,,,,,Austroplebeia_symei,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Cephalotrigona,capitata,Cephalotrigona_capitata,bee,1250 n=1,1,1,1250,"Hammond&Keller, 2004",,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Cephalotrigona_capitata,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Duckeola,ghilianii,Duckeola_ghilianii,bee,10000,1,1,10000,"Toth et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Toth et al., 2004",,,1,1,1,1,1,,,,,,,,,,Duckeola_ghilianii,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Friesella,schrottkyi,Friesella_schrottkyi,bee,1400,1,1,1400,"Toth et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,"Toth et al., 2004",,,1,1,1,1,1,"Gruter et al., 2017 - (Head width (mm) = 1.41 +- 0.033, Coefficient of variation = 0.0239. Weight also available.)",,,,,,,,1,Friesella_schrottkyi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,flavicornis,Frieseomelitta_flavicornis,bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,"Gruter et al., 2017 - (Worker size differentiation that is significantly different, but show considerable overlap in size. Size overlap among worker groups performing different tasks is similar to some bumblebee species. Head width (mm) = 2.26 +- 0.045, Coefficient of variation = 0.0203. Weight also available.); West & Purcell, 2020 - (Subtle changes in body shape associated with body size. Allometric scaling relationships are primarily linear, meaning that the same allometric scaling relationships exist across all body sizes. Can we truly count these as two castes or just continuous size polymorphism?)","Gruter et al., 2017",,,,,,,1,Frieseomelitta_flavicornis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,languida,Frieseomelitta_languida,bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Gruter, 2018",,,1,1,1,1,1,,,,,,,,,,Frieseomelitta_languida,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,longipes,Frieseomelitta_longipes,bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,"Gruter et al., 2017 - (Colonies defended by a small but dedicated group of entrance guards that are both larger and of different shape than their nestmates. Body size is directly linked to fighting ability of guards. Bimodal size distribution of subcastes. Head width (mm) = 2.37 +- 0.029, Coefficient of variation = 0.0129. Weight also available.); West & Purcell, 2020 - (Subtle changes in body shape associated with body size. Allometric scaling relationships are primarily linear, meaning that the same allometric scaling relationships exist across all body sizes. Can we truly count these as two castes or just continuous size polymorphism?)","Gruter et al., 2017",,,,,,,,Frieseomelitta_longipes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,nigra,Frieseomelitta_nigra,bee,720,1,1,720,"Toth et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Toth et al., 2004",,,1,1,1,1,1,,,,,,,,,,Frieseomelitta_nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,paupera,Frieseomelitta_paupera,bee,600,1,1,600,"Gruter, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Gruter, 2018",,,1,1,1,1,1,,,,,,,,,,Frieseomelitta_paupera,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,silvestrii,Frieseomelitta_silvestrii,bee,500,1,1,500,"Gruter, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Gruter, 2018",,,2,1,1,2,2,"Gruter et al., 2017 - (Worker size differentiation that is significantly different, but show considerable overlap in size. Size overlap among worker groups performing different tasks is similar to some bumblebee species. Head width (mm) = 1.74 +- 0.033, Coefficient of variation = 0.0195. Weight also available.); West & Purcell, 2020 - (Subtle changes in body shape associated with body size. Allometric scaling relationships are primarily linear, meaning that the same allometric scaling relationships exist across all body sizes. Can we truly count these as two castes or just continuous size polymorphism?)","Gruter et al., 2017",,,,,,,,Frieseomelitta_silvestrii,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Frieseomelitta,varia,Frieseomelitta_varia,bee,1200,1,1,1200,"Toth et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Toth et al., 2004",,,2,1,1,2,2,"Gruter et al., 2017 - (Worker size differentiation that is significantly different, but show considerable overlap in size. Size overlap among worker groups performing different tasks is similar to some bumblebee species. Head width (mm) = 2.33 +- 0.036, Coefficient of variation = 0.0156. Weight also available.); West & Purcell, 2020 - (Subtle changes in body shape associated with body size. Allometric scaling relationships are primarily linear, meaning that the same allometric scaling relationships exist across all body sizes. Can we truly count these as two castes or just continuous size polymorphism?)","Gruter et al., 2017",,,,,,,,Frieseomelitta_varia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Geotrigona,mombuca,Geotrigona_mombuca,bee,2500,1,1,2500,"Michner, 1974",,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,0,0,"Toth et al., 2004",,,1,1,1,1,1,"Gruter et al., 2017 - (Head width (mm) = 2.45 +- 0.035, Coefficient of variation = 0.0142. Weight also available.)","Gruter et al., 2017",,,,,,,,Geotrigona_mombuca,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Hypotrigona,araujoi,Hypotrigona_araujoi,bee,2500,1,1,2500,,,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Hypotrigona_araujoi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Hypotrigona,braunsi,Hypotrigona_braunsi,bee,425,1,1,425,"Wille, 1983",,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Hypotrigona_braunsi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Hypotrigona,gribodoi,Hypotrigona_gribodoi,bee,425,1,1,425,"Gruter, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Hypotrigona_gribodoi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Lestrimelitta,limao,Lestrimelitta_limao,bee,900,1,1,900,"Jaffe et al., 2014",,,,,,,,,,0 (1 - preivously 0. Eff m freq 1.23),"1.23 (unknown) - Hughes et al., 2008 - (citing Peters et al., 1999)",1.23,1.23,0,0,"1 - Hughes et al., 2008",1,0,0,0,,,"Hughes et al., 2008 - (citing Peters et al., 1999)",,,,,,,,,,1,1,1,1,1,"Gruter et al., 2017 - (Head width (mm) = 2.19 +- 0.032, Coefficient of variation = 0.0144. Weight also available.)","Gruter et al., 2017",,,,,,,,Lestrimelitta_limao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Lestrimelitta,sp.,Lestrimelitta_sp.,bee,4000,1,1,4000,"Gruter, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Lestrimelitta_sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Leurotrigona,muelleri,Leurotrigona_muelleri,bee,750,1,1,750,"Toth et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"Toth et al., 2004",,,1,1,1,1,1,"Gruter et al., 2017 - (Head width (mm) = 1.11 +- 0.024, Coefficient of variation = 0.0217. Weight also available.)","Gruter et al., 2017",,,,,,,,Leurotrigona_muelleri,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Meliplebeia,nebulata_komiensis,Meliplebeia_nebulata_komiensis,bee,1097.5,,,,,,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Meliplebeia_nebulata_komiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Melipona,anthidioides,Melipona_anthidioides,bee,894,,,,,,,,,,,,,,NA,,,,NA,NA,,,NA,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,Melipona_anthidioides,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Melipona,beecheii,Melipona_beecheii,bee,1192,1,1,1192,"Toth et al., 2004",,,,,,,,,,0 (1 - eff m freq = 1.13. Was 0),"1.13 (harmonic) - Jaffe et al., 2012 + 1.16 (harmonic) 1.37 (arithmetic) n=10 - Hughes et al., 2008 - (citing Paxton et al., 1999)",1.13,1.37,0,0,"1 - Jaffe et al., 2012 + 1 - Hughes et al., 2008",1,0,1,0,"Starr method - Hughes et al., 2008 - (citing Paxman et al., 1999) + Jaffe et al., 2012",DNA Microsatellite markers,"Hughes et al. 2008; Jaffe et al., 2014; Paxton et al., 1999 (study contained errors); Jaffe et al., 2012 - (citing  Paxton et al., 1999; Toth et al., 2004; Paxton unpublished data)","Hughes et al., 2008 - (citing - Paxton et al., 1999 - n=10, 1.16 (harmonic) 1.37 (arithmetic). Starr method. Data overlaps with Jaffe et al., 2012)",,,,0,0,"Wenseleers&Ratnieks, 2006",,,1,1,1,1,1,,,,,,,,,,Melipona_beecheii,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Melipona,bicolor bicolor,Melipona_bicolorbicolor,bee,574 + (350 n=1 but was a laboratory colony),1,1,574,"Gruter, 2018",,,,,,,,,,0,,,,0,1,"1.5 n=14 (some were artificial colonies) - dos Reis et al., 2011 + 1.3 - Hughes et al., 2008",1.3,1,1,1,,"DNA Microsatellite markers - dos Reis et al., 2011","Hughes et al. 2008; dos Reis et al., 2011","dos Reis et al., 2011 - (N=14 colonies analysed (8 natural, 6 manipulated - artificial hives), 60 workers per colony analysed (10 workers at a time 6 times a year). DNA microsatellite markers. Assumed that queens mated once for the analysis. 8/14 colonies had single queen and single patriline. The other colonies were polygynous, all with 2 queens, except for one with 3 queens. 2 queens observed visually in one colony. Mean = 1.5 queens per colony.)",1,0,0,,,"Wenseleers&Ratnieks, 2006",,,1,1,1,1,1,,,,,,,,,,Melipona_bicolorbicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenoptera,Apoidea,Apidae,Apinae,Meliponini,Melipona,compressipes,Melipona_compressipes,bee,500 n=unknown,,1,500,"Hilario & Imperatriz-Fonseca, 2009 (citing Roubik & Buchmann, 1984)",,,,,,,,,,0,"1 - Hughes et al., 2008 - (citing Wenseleers & Ratnieks, 2006)",1,1,0,0,"1 - Hughes et al., 2008",1,0,0,0,,,"Hughes et al. 2008 - (citing Wenseleers & Ratnieks, 2006)",,1,0,0,,,"Wenseleers&Ratnieks, 2006",,,1,1,1,1,1,,,,,,,,,,Melipona_compressipes,,,,,,,,,,,,,,,,,,,,,,,,,,,
